SPVVVECTR1_timestamp,Target_RPM,Actual_RPM,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z, ,SPVVVECTR2_timestamp,Target_RPM,Actual_RPM,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z, ,SPVVVECTR3_timestamp,Target_RPM,Actual_RPM,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z, 
"=""12:24:56.402""",560,239,10368.0,-13856.0,10408.0,-5320.0,-2140.0,-2800.0, ,"=""12:24:56.402""",560,236,-15976.0,-12840.0,31660.0,-2482.0,-1540.0,-210.0, ,"=""12:24:56.402""",560,241,16432.0,-15824.0,32767.0,4423.0,-1557.0,1447.0, 
"=""12:24:56.512""",560,272,12744.0,-13428.0,15000.0,1181.0,1844.0,192.0, ,"=""12:24:56.512""",560,236,-15976.0,-12840.0,31660.0,-2482.0,-1540.0,-210.0, ,"=""12:24:56.512""",560,241,16432.0,-15824.0,32767.0,4423.0,-1557.0,1447.0, 
"=""12:25:11.151""",820,565,17396.0,-22016.0,1640.0,-11545.0,6276.0,-514.0, ,"=""12:25:11.151""",820,560,-14288.0,17376.0,18856.0,-12636.0,-3098.0,912.0, ,"=""12:25:11.151""",820,559,14108.0,-24636.0,32767.0,10065.0,182.0,4088.0, 
"=""12:25:11.267""",820,565,17396.0,-22016.0,1640.0,-11545.0,6276.0,-514.0, ,"=""12:25:11.267""",560,557,-16380.0,1712.0,25452.0,-20564.0,-150.0,2482.0, ,"=""12:25:11.267""",820,559,14108.0,-24636.0,32767.0,10065.0,182.0,4088.0, 
"=""12:25:11.376""",820,565,17396.0,-22016.0,1640.0,-11545.0,6276.0,-514.0, ,"=""12:25:11.376""",560,557,-16380.0,1712.0,25452.0,-20564.0,-150.0,2482.0, ,"=""12:25:11.376""",820,559,14108.0,-24636.0,32767.0,10065.0,182.0,4088.0, 
"=""12:25:11.488""",820,565,17396.0,-22016.0,1640.0,-11545.0,6276.0,-514.0, ,"=""12:25:11.488""",560,557,-16380.0,1712.0,25452.0,-20564.0,-150.0,2482.0, ,"=""12:25:11.488""",820,587,14860.0,-32768.0,28612.0,2316.0,8956.0,-1145.0, 
"=""12:25:11.608""",820,565,17396.0,-22016.0,1640.0,-11545.0,6276.0,-514.0, ,"=""12:25:11.608""",560,557,-16380.0,1712.0,25452.0,-20564.0,-150.0,2482.0, ,"=""12:25:11.608""",820,587,14860.0,-32768.0,28612.0,2316.0,8956.0,-1145.0, 
"=""12:25:19.704""",0,818,10444.0,-32768.0,-32768.0,-32768.0,-30594.0,-1505.0, ,"=""12:25:19.704""",0,823,-16880.0,-21452.0,25572.0,-32768.0,-18764.0,-15619.0, ,"=""12:25:19.704""",0,818,4116.0,25500.0,30808.0,-32768.0,5431.0,32186.0, 
"=""12:25:19.811""",820,822,27424.0,3908.0,-28016.0,-32768.0,23190.0,-12608.0, ,"=""12:25:19.811""",0,823,-16880.0,-21452.0,25572.0,-32768.0,-18764.0,-15619.0, ,"=""12:25:19.811""",0,818,4116.0,25500.0,30808.0,-32768.0,5431.0,32186.0, 
"=""12:25:19.920""",820,822,27424.0,3908.0,-28016.0,-32768.0,23190.0,-12608.0, ,"=""12:25:19.920""",0,823,-16880.0,-21452.0,25572.0,-32768.0,-18764.0,-15619.0, ,"=""12:25:19.920""",0,818,4116.0,25500.0,30808.0,-32768.0,5431.0,32186.0, 
"=""12:25:20.031""",820,822,27424.0,3908.0,-28016.0,-32768.0,23190.0,-12608.0, ,"=""12:25:20.031""",0,678,-27704.0,-18552.0,-2196.0,-32768.0,-22053.0,3269.0, ,"=""12:25:20.031""",0,818,4116.0,25500.0,30808.0,-32768.0,5431.0,32186.0, 
"=""12:25:20.143""",820,822,27424.0,3908.0,-28016.0,-32768.0,23190.0,-12608.0, ,"=""12:25:20.143""",0,678,-27704.0,-18552.0,-2196.0,-32768.0,-22053.0,3269.0, ,"=""12:25:20.143""",0,818,4116.0,25500.0,30808.0,-32768.0,5431.0,32186.0, 
