SPVVVECTR1_timestamp,Target_RPM,Actual_RPM,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z, ,SPVVVECTR2_timestamp,Target_RPM,Actual_RPM,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z, ,SPVVVECTR3_timestamp,Target_RPM,Actual_RPM,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z, 
OFFLINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, ,"=""15:37:04.817""",700,680,-4828.0,-2016.0,-31920.0,-32768.0,6210.0,2186.0, ,"=""15:37:04.817""",700,696,4388.0,-1532.0,17768.0,-5959.0,-1178.0,10957.0, 
OFFLINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, ,"=""15:37:04.927""",700,680,-4828.0,-2016.0,-31920.0,-32768.0,6210.0,2186.0, ,"=""15:37:04.927""",700,696,4388.0,-1532.0,17768.0,-5959.0,-1178.0,10957.0, 
OFFLINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, ,"=""15:37:05.035""",700,680,-4828.0,-2016.0,-31920.0,-32768.0,6210.0,2186.0, ,"=""15:37:05.035""",700,696,4388.0,-1532.0,17768.0,-5959.0,-1178.0,10957.0, 
OFFLINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, ,"=""15:37:05.145""",700,692,8628.0,-184.0,-764.0,-23092.0,12183.0,-2560.0, ,"=""15:37:05.145""",700,696,4388.0,-1532.0,17768.0,-5959.0,-1178.0,10957.0, 
OFFLINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, ,"=""15:37:05.253""",700,692,8628.0,-184.0,-764.0,-23092.0,12183.0,-2560.0, ,"=""15:37:05.253""",700,696,4388.0,-1532.0,17768.0,-5959.0,-1178.0,10957.0, 
OFFLINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, ,"=""15:37:05.362""",700,692,8628.0,-184.0,-764.0,-23092.0,12183.0,-2560.0, ,"=""15:37:05.362""",700,696,4388.0,-1532.0,17768.0,-5959.0,-1178.0,10957.0, 
OFFLINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, ,"=""15:37:05.471""",700,692,8628.0,-184.0,-764.0,-23092.0,12183.0,-2560.0, ,"=""15:37:05.471""",700,708,-11040.0,-264.0,-892.0,648.0,4196.0,7884.0, 
OFFLINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, ,"=""15:37:05.579""",700,692,8628.0,-184.0,-764.0,-23092.0,12183.0,-2560.0, ,"=""15:37:05.579""",700,708,-11040.0,-264.0,-892.0,648.0,4196.0,7884.0, 
OFFLINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, ,"=""15:37:05.686""",700,692,8628.0,-184.0,-764.0,-23092.0,12183.0,-2560.0, ,"=""15:37:05.686""",700,708,-11040.0,-264.0,-892.0,648.0,4196.0,7884.0, 
OFFLINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, ,"=""15:37:05.795""",700,692,8628.0,-184.0,-764.0,-23092.0,12183.0,-2560.0, ,"=""15:37:05.795""",700,708,-11040.0,-264.0,-892.0,648.0,4196.0,7884.0, 
OFFLINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, ,"=""15:37:05.904""",700,692,8628.0,-184.0,-764.0,-23092.0,12183.0,-2560.0, ,"=""15:37:05.904""",700,708,-11040.0,-264.0,-892.0,648.0,4196.0,7884.0, 
OFFLINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, ,"=""15:37:06.014""",700,702,16432.0,-26936.0,-10960.0,16086.0,-403.0,2464.0, ,"=""15:37:06.014""",700,708,-11040.0,-264.0,-892.0,648.0,4196.0,7884.0, 
OFFLINE,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, ,"=""15:37:06.125""",780,702,16432.0,-26936.0,-10960.0,16086.0,-403.0,2464.0, ,"=""15:37:06.125""",780,708,-11040.0,-264.0,-892.0,648.0,4196.0,7884.0, 
