S1_timestamp,S1_Target_RPM,S1_Actual_RPM,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z, ,S2_timestamp,S2_Target_RPM,S2_Actual_RPM,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z, ,S3_timestamp,S3_Target_RPM,S3_Actual_RPM,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z, 
"=""16:05:06.404""",0,0,-5920.0,4772.0,-11676.0,-243.0,-243.0,-344.0, ,"=""16:05:06.404""",0,0,-744.0,-17192.0,20308.0,34.0,-154.0,28.0, ,"=""16:05:06.404""",0,0,-3736.0,-1792.0,20660.0,-187.0,-820.0,1237.0, 
"=""16:05:06.506""",0,0,-5920.0,4772.0,-11676.0,-243.0,-243.0,-344.0, ,"=""16:05:06.506""",0,0,-744.0,-17192.0,20308.0,34.0,-154.0,28.0, ,"=""16:05:06.506""",0,0,-3984.0,-1520.0,20696.0,-414.0,-829.0,1137.0, 
"=""16:05:06.608""",0,0,-5784.0,4792.0,-11756.0,-422.0,-140.0,-158.0, ,"=""16:05:06.608""",0,0,-672.0,-16988.0,20564.0,108.0,163.0,36.0, ,"=""16:05:06.608""",0,0,-3984.0,-1520.0,20696.0,-414.0,-829.0,1137.0, 
"=""16:05:06.709""",0,0,-5784.0,4792.0,-11756.0,-422.0,-140.0,-158.0, ,"=""16:05:06.709""",0,0,-672.0,-16988.0,20564.0,108.0,163.0,36.0, ,"=""16:05:06.709""",0,0,-3984.0,-1520.0,20696.0,-414.0,-829.0,1137.0, 
"=""16:05:06.811""",0,0,-5784.0,4792.0,-11756.0,-422.0,-140.0,-158.0, ,"=""16:05:06.811""",0,0,-672.0,-16988.0,20564.0,108.0,163.0,36.0, ,"=""16:05:06.811""",0,0,-3984.0,-1520.0,20696.0,-414.0,-829.0,1137.0, 
"=""16:05:06.913""",0,0,-5784.0,4792.0,-11756.0,-422.0,-140.0,-158.0, ,"=""16:05:06.913""",0,0,-672.0,-16988.0,20564.0,108.0,163.0,36.0, ,"=""16:05:06.913""",0,0,-3984.0,-1520.0,20696.0,-414.0,-829.0,1137.0, 
"=""16:05:07.014""",0,0,-5784.0,4792.0,-11756.0,-422.0,-140.0,-158.0, ,"=""16:05:07.014""",0,0,-672.0,-16988.0,20564.0,108.0,163.0,36.0, ,"=""16:05:07.014""",0,0,-3984.0,-1520.0,20696.0,-414.0,-829.0,1137.0, 
"=""16:05:07.117""",0,0,-5784.0,4792.0,-11756.0,-422.0,-140.0,-158.0, ,"=""16:05:07.117""",0,0,-672.0,-16988.0,20564.0,108.0,163.0,36.0, ,"=""16:05:07.117""",0,0,-3984.0,-1520.0,20696.0,-414.0,-829.0,1137.0, 
"=""16:05:07.219""",0,0,-5784.0,4792.0,-11756.0,-422.0,-140.0,-158.0, ,"=""16:05:07.219""",0,0,-672.0,-16988.0,20564.0,108.0,163.0,36.0, ,"=""16:05:07.219""",0,0,-3984.0,-1520.0,20696.0,-414.0,-829.0,1137.0, 
"=""16:05:07.320""",0,0,-5784.0,4792.0,-11756.0,-422.0,-140.0,-158.0, ,"=""16:05:07.320""",0,0,-668.0,-17128.0,20520.0,-24.0,16.0,-58.0, ,"=""16:05:07.320""",0,0,-3848.0,-1452.0,20664.0,-524.0,-985.0,1047.0, 
"=""16:05:07.422""",0,0,-5832.0,5080.0,-11712.0,-255.0,-220.0,-87.0, ,"=""16:05:07.422""",0,0,-668.0,-17128.0,20520.0,-24.0,16.0,-58.0, ,"=""16:05:07.422""",0,0,-3848.0,-1452.0,20664.0,-524.0,-985.0,1047.0, 
"=""16:05:07.524""",0,0,-5832.0,5080.0,-11712.0,-255.0,-220.0,-87.0, ,"=""16:05:07.524""",0,0,-668.0,-17128.0,20520.0,-24.0,16.0,-58.0, ,"=""16:05:07.524""",0,0,-3848.0,-1452.0,20664.0,-524.0,-985.0,1047.0, 
"=""16:05:07.625""",0,0,-5832.0,5080.0,-11712.0,-255.0,-220.0,-87.0, ,"=""16:05:07.625""",0,0,-668.0,-17128.0,20520.0,-24.0,16.0,-58.0, ,"=""16:05:07.625""",0,0,-3848.0,-1452.0,20664.0,-524.0,-985.0,1047.0, 
