S1_timestamp,S1_Target_RPM,S1_Actual_RPM,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z, ,S2_timestamp,S2_Target_RPM,S2_Actual_RPM,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z, ,S3_timestamp,S3_Target_RPM,S3_Actual_RPM,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z, 
"=""15:55:38.513""",0,0,-5952.0,5076.0,-11596.0,-45.0,4.0,29.0, ,"=""15:55:38.513""",0,0,-572.0,-17012.0,20316.0,23.0,-43.0,-23.0, ,"=""15:55:38.513""",0,0,-3744.0,-2404.0,20252.0,-676.0,-1045.0,1188.0, 
"=""15:55:38.614""",0,0,-6076.0,5096.0,-11532.0,40.0,-18.0,7.0, ,"=""15:55:38.614""",0,0,-644.0,-17008.0,20468.0,20.0,5.0,2.0, ,"=""15:55:38.614""",0,0,-3744.0,-2404.0,20252.0,-676.0,-1045.0,1188.0, 
"=""15:55:38.716""",0,0,-6076.0,5096.0,-11532.0,40.0,-18.0,7.0, ,"=""15:55:38.716""",0,0,-644.0,-17008.0,20468.0,20.0,5.0,2.0, ,"=""15:55:38.716""",0,0,-3744.0,-2404.0,20252.0,-676.0,-1045.0,1188.0, 
"=""15:55:38.818""",0,0,-6076.0,5096.0,-11532.0,40.0,-18.0,7.0, ,"=""15:55:38.818""",0,0,-644.0,-17008.0,20468.0,20.0,5.0,2.0, ,"=""15:55:38.818""",0,0,-3744.0,-2404.0,20252.0,-676.0,-1045.0,1188.0, 
"=""15:55:38.919""",0,0,-6076.0,5096.0,-11532.0,40.0,-18.0,7.0, ,"=""15:55:38.920""",0,0,-644.0,-17008.0,20468.0,20.0,5.0,2.0, ,"=""15:55:38.920""",0,0,-3744.0,-2404.0,20252.0,-676.0,-1045.0,1188.0, 
"=""15:55:39.021""",0,0,-6076.0,5096.0,-11532.0,40.0,-18.0,7.0, ,"=""15:55:39.021""",0,0,-644.0,-17008.0,20468.0,20.0,5.0,2.0, ,"=""15:55:39.021""",0,0,-3744.0,-2404.0,20252.0,-676.0,-1045.0,1188.0, 
"=""15:55:39.123""",0,0,-6076.0,5096.0,-11532.0,40.0,-18.0,7.0, ,"=""15:55:39.123""",0,0,-644.0,-17008.0,20468.0,20.0,5.0,2.0, ,"=""15:55:39.123""",0,0,-3744.0,-2404.0,20252.0,-676.0,-1045.0,1188.0, 
"=""15:55:39.225""",0,0,-6076.0,5096.0,-11532.0,40.0,-18.0,7.0, ,"=""15:55:39.225""",0,0,-644.0,-17008.0,20468.0,20.0,5.0,2.0, ,"=""15:55:39.225""",0,0,-3744.0,-2404.0,20252.0,-676.0,-1045.0,1188.0, 
"=""15:55:39.327""",0,0,-6076.0,5096.0,-11532.0,40.0,-18.0,7.0, ,"=""15:55:39.327""",0,0,-644.0,-17008.0,20468.0,20.0,5.0,2.0, ,"=""15:55:39.327""",0,0,-3412.0,-2112.0,20140.0,-726.0,-1028.0,1185.0, 
"=""15:55:39.429""",0,0,-5992.0,5172.0,-11500.0,11.0,25.0,6.0, ,"=""15:55:39.429""",0,0,-640.0,-17044.0,20392.0,6.0,22.0,7.0, ,"=""15:55:39.429""",0,0,-3412.0,-2112.0,20140.0,-726.0,-1028.0,1185.0, 
